Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
2,Self_Employed,172993,12,yes,1,2,7,6,2,2,2,condominium,11,Johor,1,5300,981924,9532,Reject,7
2,Self_Employed,569773,22,no,1,2,7,6,2,2,3,condominium,11,Johor,1,12270,927621,17770,Accept,8
2,Self_Employed,117196,19,yes,1,2,7,6,2,2,1,condominium,11,Johor,3,9844,1158878,10524,Accept,8
2,Self_Employed,356308,11,no,1,2,7,6,2,2,3,condominium,11,Johor,2,4010,909203,16657,Accept,8
2,Self_Employed,510507,10,yes,1,2,7,6,2,2,2,condominium,11,Johor,1,5452,524129,11373,Accept,7
2,Self_Employed,429475,17,no,1,2,7,6,2,2,3,condominium,11,Johor,2,8698,872693,11454,Accept,8
2,Self_Employed,781070,24,yes,1,2,7,6,2,2,2,condominium,11,Johor,1,7520,1404447,19695,Accept,6
2,Self_Employed,534860,24,no,1,2,7,6,2,2,3,condominium,11,Johor,2,3689,552404,11282,Accept,7
2,Self_Employed,443237,16,yes,1,2,7,6,2,2,1,condominium,11,Johor,1,4713,1253129,13821,Accept,9
2,Self_Employed,110270,17,no,1,2,7,6,2,2,2,condominium,11,Johor,1,11241,1041791,17527,Accept,9
2,Self_Employed,453083,23,yes,1,2,7,6,2,2,3,condominium,11,Johor,2,10626,940701,19031,Reject,8
2,Self_Employed,693756,15,no,1,2,7,6,2,2,1,condominium,11,Johor,2,10039,1409810,8029,Accept,9
2,Self_Employed,545322,12,yes,1,2,7,6,2,2,2,condominium,11,Johor,3,3778,683226,10012,Accept,9
2,Self_Employed,537783,22,no,1,2,7,6,2,2,3,condominium,11,Johor,1,12168,923912,17387,Accept,8
2,Self_Employed,490269,22,yes,1,2,7,6,2,2,2,condominium,11,Johor,1,11964,957113,15962,Accept,7
2,Self_Employed,152834,18,no,1,2,7,6,2,2,1,condominium,11,Johor,3,12209,968598,14274,Accept,7
2,Self_Employed,628966,11,yes,1,2,7,6,2,2,3,condominium,11,Johor,1,11467,445901,7716,Reject,8
2,Self_Employed,288858,18,no,1,2,7,6,2,2,1,condominium,11,Johor,1,10705,826643,13145,Accept,6
2,Self_Employed,796783,19,yes,1,2,7,6,2,2,3,condominium,11,Johor,3,6722,894256,8474,Accept,6
2,Self_Employed,464105,17,no,1,2,7,6,2,2,2,condominium,11,Johor,2,6028,912804,17828,Accept,6
2,Self_Employed,558100,18,yes,1,2,7,6,2,2,3,condominium,11,Johor,2,9229,919537,17663,Reject,7
2,Self_Employed,366443,14,no,1,2,7,6,2,2,3,condominium,11,Johor,1,6925,1373195,11229,Accept,8
2,Self_Employed,491741,11,yes,1,2,7,6,2,2,1,condominium,11,Johor,1,4371,1104033,15636,Reject,9
2,Self_Employed,184829,11,no,1,2,7,6,2,2,2,condominium,11,Johor,2,6213,868919,19561,Reject,6
2,Self_Employed,709223,10,yes,1,2,7,6,2,2,1,condominium,11,Johor,3,10912,747194,8700,Accept,8
2,Self_Employed,232174,17,no,1,2,7,6,2,2,2,condominium,11,Johor,3,8704,1424210,16733,Accept,8
2,Self_Employed,392675,10,yes,1,2,7,6,2,2,1,condominium,11,Johor,3,6508,725973,18212,Accept,7
2,Self_Employed,785190,24,no,1,2,7,6,2,2,1,condominium,11,Johor,2,7920,787762,8253,Accept,6
2,Self_Employed,389037,17,yes,1,2,7,6,2,2,3,condominium,11,Johor,2,9694,856852,13678,Accept,7
2,Self_Employed,344937,10,no,1,2,7,6,2,2,3,condominium,11,Johor,3,9154,1111958,7952,Accept,9
2,Self_Employed,371414,11,yes,1,2,7,6,2,2,2,condominium,11,Johor,3,10149,861331,10098,Accept,7
2,Self_Employed,350357,11,no,1,2,7,6,2,2,2,condominium,11,Johor,3,3723,666978,10494,Accept,6
2,Self_Employed,644275,13,yes,1,2,7,6,2,2,1,condominium,11,Johor,3,10890,560709,16722,Accept,6
2,Self_Employed,540458,13,no,1,2,7,6,2,2,2,condominium,11,Johor,1,8772,511113,12003,Accept,9
2,Self_Employed,658560,13,yes,1,2,7,6,2,2,1,condominium,11,Johor,1,8170,1370182,19963,Reject,6
2,Self_Employed,142373,23,no,1,2,7,6,2,2,3,condominium,11,Johor,3,4709,820970,14346,Accept,9
2,Self_Employed,455032,21,yes,1,2,7,6,2,2,2,condominium,11,Johor,2,7746,1170480,18177,Reject,8
2,Self_Employed,409648,20,no,1,2,7,6,2,2,1,condominium,11,Johor,2,5234,757672,8656,Accept,7
2,Self_Employed,153000,11,yes,1,2,7,6,2,2,2,condominium,11,Johor,2,8365,1385007,8082,Reject,7
2,Self_Employed,505880,11,no,1,2,7,6,2,2,2,condominium,11,Johor,3,11678,923722,10608,Accept,9
2,Self_Employed,478791,22,yes,1,2,7,6,2,2,1,condominium,11,Johor,3,10449,947178,8195,Accept,8
2,Self_Employed,261018,11,no,1,2,7,6,2,2,1,condominium,11,Johor,3,8785,931431,17667,Reject,7
2,Self_Employed,699726,17,yes,1,2,7,6,2,2,3,condominium,11,Johor,1,3894,661899,19592,Accept,9
2,Self_Employed,747840,15,no,1,2,7,6,2,2,3,condominium,11,Johor,1,7771,1372066,9869,Accept,8
2,Self_Employed,751383,17,yes,1,2,7,6,2,2,3,condominium,11,Johor,3,7415,786940,14141,Accept,6
2,Self_Employed,164209,22,no,1,2,7,6,2,2,1,condominium,11,Johor,1,7147,1273290,14980,Reject,8
2,Self_Employed,642387,15,yes,1,2,7,6,2,2,1,condominium,11,Johor,2,8437,1401546,16575,Accept,8
2,Self_Employed,252321,22,no,1,2,7,6,2,2,1,condominium,11,Johor,3,6580,916589,12344,Accept,6
2,Self_Employed,762218,22,yes,1,2,7,6,2,2,3,condominium,11,Johor,3,12463,1000613,19875,Accept,9
2,Self_Employed,378084,16,no,1,2,7,6,2,2,1,condominium,11,Johor,1,10107,795799,16033,Reject,6
2,Self_Employed,179827,15,yes,1,2,7,6,2,2,2,condominium,11,Johor,3,6705,1229332,12768,Reject,9
2,Self_Employed,693030,12,no,1,2,7,6,2,2,2,condominium,11,Johor,3,9472,556397,14457,Accept,6
7,government,133997,20,yes,1,2,8,6,2,2,2,condominium,10,Johor,2,9337,1014049,12352,Accept,7
7,government,679931,12,no,1,2,8,6,2,2,1,condominium,10,Johor,3,4127,506017,14417,Accept,6
7,government,412136,24,yes,1,2,8,6,2,2,2,condominium,10,Johor,1,8564,1445590,18297,Accept,7
7,government,717899,12,no,1,2,8,6,2,2,1,condominium,10,Johor,1,7875,1222921,9017,Accept,6
7,government,578142,16,yes,1,2,8,6,2,2,3,condominium,10,Johor,2,10218,788454,9434,Accept,8
7,government,524397,16,no,1,2,8,6,2,2,1,condominium,10,Johor,1,5342,1333337,12391,Reject,9
7,government,113876,22,yes,1,2,8,6,2,2,1,condominium,10,Johor,1,8545,522684,9933,Accept,9
7,government,276333,21,no,1,2,8,6,2,2,3,condominium,10,Johor,1,10075,821938,10036,Accept,6
7,government,612061,21,yes,1,2,8,6,2,2,3,condominium,10,Johor,3,9495,659739,15173,Accept,7
7,government,516413,20,no,1,2,8,6,2,2,3,condominium,10,Johor,2,9767,820630,8423,Accept,8
7,government,411223,13,yes,1,2,8,6,2,2,3,condominium,10,Johor,2,10825,994182,9550,Accept,7
7,government,508897,11,no,1,2,8,6,2,2,2,condominium,10,Johor,3,11983,837609,9445,Accept,8
7,government,283019,10,yes,1,2,8,6,2,2,3,condominium,10,Johor,2,11781,924968,8422,Accept,7
7,government,447255,23,no,1,2,8,6,2,2,2,condominium,10,Johor,2,5088,633593,8577,Reject,9
7,government,771209,19,yes,1,2,8,6,2,2,3,condominium,10,Johor,1,9364,1060533,13438,Accept,6
7,government,500605,21,no,1,2,8,6,2,2,2,condominium,10,Johor,3,4551,1181638,19641,Accept,6
7,government,662824,21,yes,1,2,8,6,2,2,1,condominium,10,Johor,2,12111,900554,16989,Accept,8
7,government,639512,16,no,1,2,8,6,2,2,3,condominium,10,Johor,3,9681,659445,12348,Reject,8
7,government,390725,21,yes,1,2,8,6,2,2,2,condominium,10,Johor,2,3600,1371353,9577,Accept,7
7,government,122386,18,no,1,2,8,6,2,2,2,condominium,10,Johor,3,10746,1158705,13786,Reject,6
7,government,652190,22,yes,1,2,8,6,2,2,2,condominium,10,Johor,3,5503,711347,16062,Reject,9
7,government,437808,23,no,1,2,8,6,2,2,1,condominium,10,Johor,3,7863,636475,9532,Accept,9
7,government,143213,20,yes,1,2,8,6,2,2,1,condominium,10,Johor,1,5842,606225,9385,Accept,7
7,government,213863,11,no,1,2,8,6,2,2,3,condominium,10,Johor,2,11616,679392,9157,Accept,7
7,government,163163,22,yes,1,2,8,6,2,2,1,condominium,10,Johor,3,7886,794442,8856,Accept,8
7,government,265893,19,no,1,2,8,6,2,2,1,condominium,10,Johor,2,11362,659893,11615,Accept,6
7,government,228418,20,yes,1,2,8,6,2,2,1,condominium,10,Johor,3,4179,1381305,10335,Accept,7
7,government,378733,10,no,1,2,8,6,2,2,2,condominium,10,Johor,3,7437,783806,16623,Accept,7
7,government,731851,11,yes,1,2,8,6,2,2,3,condominium,10,Johor,1,10636,859003,15649,Accept,6
7,government,273997,23,no,1,2,8,6,2,2,1,condominium,10,Johor,1,6155,631797,17474,Accept,8
7,government,780223,22,yes,1,2,8,6,2,2,2,condominium,10,Johor,3,9750,589463,16010,Accept,6
7,government,248764,18,no,1,2,8,6,2,2,1,condominium,10,Johor,3,10863,1018833,19352,Accept,9
7,government,589393,16,yes,1,2,8,6,2,2,2,condominium,10,Johor,1,9170,748532,12236,Accept,8
7,government,176190,24,no,1,2,8,6,2,2,3,condominium,10,Johor,3,6385,572903,14886,Reject,6
7,government,572185,18,yes,1,2,8,6,2,2,3,condominium,10,Johor,3,11961,636079,15336,Reject,7
7,government,616156,10,no,1,2,8,6,2,2,2,condominium,10,Johor,1,9738,549836,8142,Accept,8
7,government,170617,15,yes,1,2,8,6,2,2,2,condominium,10,Johor,3,7909,1340741,9443,Reject,8
7,government,232504,14,no,1,2,8,6,2,2,2,condominium,10,Johor,1,5934,878113,11010,Accept,8
7,government,592857,24,yes,1,2,8,6,2,2,2,condominium,10,Johor,1,8582,1117517,9724,Accept,6
7,government,504633,16,no,1,2,8,6,2,2,2,condominium,10,Johor,1,8384,793923,19524,Accept,7
7,government,382050,10,yes,1,2,8,6,2,2,2,condominium,10,Johor,3,3869,753555,18618,Accept,7
7,government,597877,18,no,1,2,8,6,2,2,2,condominium,10,Johor,2,7545,1312997,19236,Accept,7
7,government,705743,17,yes,1,2,8,6,2,2,1,condominium,10,Johor,1,12477,1118417,8028,Accept,8
7,government,581730,14,no,1,2,8,6,2,2,1,condominium,10,Johor,3,7425,515666,13171,Accept,6
7,government,293134,10,yes,1,2,8,6,2,2,3,condominium,10,Johor,2,12274,501933,12879,Accept,6
7,government,183640,14,no,1,2,8,6,2,2,3,condominium,10,Johor,3,9681,1103162,13107,Accept,7
7,government,412386,18,yes,1,2,8,6,2,2,1,condominium,10,Johor,3,6683,457607,19018,Reject,6
7,government,754679,13,no,1,2,8,6,2,2,3,condominium,10,Johor,3,3850,1420722,13048,Accept,7
7,government,538371,11,yes,1,2,8,6,2,2,2,condominium,10,Johor,2,5684,758956,11282,Reject,7
7,government,783321,20,no,1,2,8,6,2,2,2,condominium,10,Johor,2,4262,996752,10689,Accept,9
7,government,626006,13,yes,1,2,8,6,2,2,1,condominium,10,Johor,2,11072,594515,13202,Accept,8
7,government,691634,24,no,1,2,8,6,2,2,1,condominium,10,Johor,3,8977,1430342,12375,Accept,7
7,government,145501,12,yes,1,2,8,6,2,2,2,condominium,10,Johor,1,11671,783185,12259,Accept,8
7,government,541609,23,no,1,2,8,6,2,2,3,condominium,10,Johor,1,12352,935205,14651,Accept,7
7,government,692692,20,yes,1,2,8,6,2,2,1,condominium,10,Johor,2,7137,986865,18103,Accept,6
7,government,714993,17,no,1,2,8,6,2,2,3,condominium,10,Johor,1,9208,923353,17541,Reject,7
7,government,447091,11,yes,1,2,8,6,2,2,1,condominium,10,Johor,1,5819,722515,13293,Accept,6
7,government,677686,12,no,1,2,8,6,2,2,3,condominium,10,Johor,3,5922,587470,18411,Accept,7
7,government,338447,10,yes,1,2,8,6,2,2,3,condominium,10,Johor,2,12348,1334665,17114,Accept,9
7,government,400689,16,no,1,2,8,6,2,2,1,condominium,10,Johor,2,9472,1158950,16762,Accept,8
7,government,414516,17,yes,1,2,8,6,2,2,3,condominium,10,Selangor,2,8961,1122098,17434,Accept,6
7,government,413987,18,no,1,2,8,6,2,2,2,condominium,10,Selangor,2,6266,827766,14667,Accept,7
7,government,285678,10,yes,1,2,8,6,2,2,2,condominium,10,Selangor,1,4874,1246389,10997,Accept,9
7,government,314773,16,no,1,2,8,6,2,2,1,condominium,10,Selangor,2,7457,1268514,14107,Accept,6
7,government,314431,16,yes,1,2,8,6,2,2,1,condominium,10,Selangor,2,5006,954706,11819,Accept,6
7,government,597116,10,no,1,2,8,6,2,2,3,condominium,10,Selangor,2,11042,1071822,14820,Accept,7
7,government,607288,24,yes,1,2,8,6,2,2,1,condominium,10,Selangor,1,9212,518178,18732,Accept,8
7,government,740231,10,no,1,2,8,6,2,2,1,condominium,10,Selangor,1,11928,771825,14323,Accept,8
7,government,281322,17,yes,1,2,8,6,2,2,2,condominium,10,Selangor,2,8018,819725,8460,Accept,6
7,government,280014,21,no,1,2,8,6,2,2,3,condominium,10,Selangor,3,3665,1216655,9779,Reject,8
7,government,451508,23,yes,1,2,8,6,2,2,1,condominium,10,Selangor,1,7566,881620,17726,Accept,8
7,government,127363,13,no,1,2,8,6,2,2,3,condominium,10,Selangor,2,7992,1044329,9343,Accept,9
7,government,728481,24,yes,1,2,8,6,2,2,3,condominium,10,Selangor,3,5178,833352,17529,Reject,6
7,government,757687,20,no,1,2,8,6,2,2,1,condominium,10,Selangor,3,5276,1047820,9541,Accept,7
7,government,180985,12,yes,1,2,8,6,2,2,2,condominium,10,Selangor,2,10228,422595,10651,Accept,9
7,government,185243,20,no,1,2,8,6,2,2,2,condominium,10,Selangor,1,5785,554896,19373,Reject,7
7,government,243837,13,yes,1,2,8,6,2,2,3,condominium,10,Selangor,1,4322,1156844,11618,Accept,8
7,government,171746,23,no,1,2,8,6,2,2,3,condominium,10,Selangor,2,9710,798825,8959,Accept,6
7,government,554515,23,yes,1,2,8,6,2,2,2,condominium,10,Selangor,2,10132,806454,11508,Reject,7
7,government,486467,18,no,1,2,8,6,2,2,3,condominium,10,Selangor,2,10559,830408,15037,Accept,7
7,government,174937,18,yes,1,2,8,6,2,2,3,condominium,10,Selangor,3,10624,1370052,14116,Accept,9
7,government,489570,23,no,1,2,8,6,2,2,2,condominium,10,Selangor,2,5776,1256620,13122,Accept,6
7,government,783443,10,yes,1,2,8,6,2,2,1,condominium,10,Selangor,2,5734,714516,17039,Accept,7
7,government,432162,23,no,1,2,8,6,2,2,1,condominium,10,Selangor,2,6786,488618,15311,Accept,6
7,government,340182,24,yes,1,2,8,6,2,2,2,condominium,10,Selangor,3,4871,782195,10481,Accept,8
7,government,176383,15,no,1,2,8,6,2,2,1,condominium,10,Selangor,2,7174,1344447,12918,Accept,8
7,government,327147,20,yes,1,2,8,6,2,2,1,condominium,10,Selangor,3,10617,840456,19088,Reject,9
7,government,737877,11,no,1,2,8,6,2,2,3,condominium,10,Selangor,1,5474,660175,13202,Accept,8
7,government,721985,15,yes,1,2,8,6,2,2,2,condominium,10,Selangor,2,12486,615023,8195,Accept,6
7,government,513128,10,no,1,2,8,6,2,2,1,condominium,10,Selangor,1,11241,1310613,17960,Accept,6
7,government,178945,16,yes,1,2,8,6,2,2,2,condominium,10,Selangor,1,8754,955382,7841,Accept,8
7,government,234470,10,no,1,2,8,6,2,2,2,condominium,10,Selangor,3,9282,1164420,10508,Reject,8
7,government,303762,23,yes,1,2,8,6,2,2,2,condominium,10,Selangor,3,4255,1039207,16990,Accept,9
7,government,693315,19,no,1,2,8,6,2,2,1,condominium,10,Selangor,3,10376,1248509,16791,Reject,9
7,government,652414,17,yes,1,2,8,6,2,2,1,condominium,10,Selangor,1,8509,740869,19171,Accept,7
7,government,326450,12,no,1,2,8,6,2,2,1,condominium,10,Selangor,2,4195,973502,8266,Accept,8
7,government,167104,13,yes,1,2,8,6,2,2,3,condominium,10,Selangor,2,8815,984725,16126,Accept,6
7,government,417866,23,no,1,2,8,6,2,2,1,condominium,10,Selangor,1,7938,493237,10407,Accept,9
7,government,224450,14,yes,1,2,8,6,2,2,3,condominium,10,Selangor,1,11606,870417,11079,Accept,9
7,government,662852,21,no,1,2,8,6,2,2,3,condominium,10,Selangor,3,10458,1359561,17260,Accept,7
3,government,659738,14,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,6725,555826,19397,Accept,7
3,government,319026,15,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,11767,1148021,13662,Reject,7
3,government,284951,15,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,11057,1292676,14340,Reject,6
3,government,467450,11,no,1,2,9,6,2,1,2,condominium,10,Selangor,2,6380,1388805,7726,Accept,8
3,government,662089,18,yes,1,2,9,6,2,1,2,condominium,10,Selangor,3,4557,997479,16361,Accept,9
3,government,258362,17,no,1,2,9,6,2,1,2,condominium,10,Selangor,1,10110,1129126,10274,Accept,7
3,government,445860,12,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,8426,1175778,8807,Accept,6
3,government,525945,15,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,3998,727846,15244,Reject,7
3,government,380982,12,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,10815,567801,12620,Accept,8
3,government,637108,19,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,5059,580273,16966,Accept,9
3,government,371713,17,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,12288,1183264,18596,Accept,8
3,government,647148,22,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,6206,1135108,9803,Accept,6
3,government,766691,10,yes,1,2,9,6,2,1,2,condominium,10,Selangor,1,7687,1294438,14832,Accept,9
3,government,438722,11,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,12112,479385,12873,Accept,6
3,government,305828,19,yes,1,2,9,6,2,1,2,condominium,10,Selangor,2,10445,805895,18814,Accept,8
3,government,451087,24,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,5084,924817,15619,Accept,7
3,government,502230,13,yes,1,2,9,6,2,1,2,condominium,10,Selangor,2,5769,693831,11965,Accept,7
3,government,385557,17,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,11103,651936,16625,Accept,9
3,government,372568,22,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,7179,822076,19972,Accept,7
3,government,408061,21,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,11849,1286920,8263,Reject,7
3,government,740465,21,yes,1,2,9,6,2,1,3,condominium,10,Selangor,1,4668,1311500,9312,Accept,8
3,government,200324,11,no,1,2,9,6,2,1,2,condominium,10,Selangor,1,10930,913198,18264,Reject,9
3,government,484305,21,yes,1,2,9,6,2,1,2,condominium,10,Selangor,2,6109,965374,13209,Reject,9
3,government,298132,21,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,11243,985250,9564,Accept,6
3,government,767928,15,yes,1,2,9,6,2,1,3,condominium,10,Selangor,1,7619,996417,16360,Reject,8
3,government,444046,21,no,1,2,9,6,2,1,2,condominium,10,Selangor,1,4834,963149,13131,Accept,6
3,government,375360,23,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,5037,1363352,11963,Reject,9
3,government,631572,15,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,9309,672020,11220,Reject,8
3,government,719939,22,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,4918,1095818,15186,Accept,6
3,government,638947,13,no,1,2,9,6,2,1,3,condominium,10,Selangor,1,7350,465050,10283,Accept,8
3,government,730111,16,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,9925,796437,14228,Accept,9
3,government,574886,10,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,6802,658964,8183,Accept,8
3,government,436882,10,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,7431,689021,10126,Accept,9
3,government,211401,14,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,5636,877461,15601,Accept,7
3,government,676454,10,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,7822,613137,11348,Accept,8
3,government,103191,24,no,1,2,9,6,2,1,2,condominium,10,Selangor,1,4393,1173982,11892,Accept,6
3,government,486333,20,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,4931,863752,8219,Accept,9
3,government,634173,19,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,3668,651315,18609,Accept,9
3,government,154285,10,yes,1,2,9,6,2,1,2,condominium,10,Selangor,1,11734,514791,17199,Accept,6
3,government,371382,21,no,1,2,9,6,2,1,2,condominium,10,Selangor,1,6704,1209733,16376,Reject,6
3,government,282769,23,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,7853,932159,12362,Accept,8
3,government,494610,24,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,3797,1417838,7905,Accept,9
3,government,157057,18,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,10532,887233,9444,Reject,7
3,government,208718,13,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,4483,1340997,7708,Accept,9
3,government,468628,22,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,7964,789774,13467,Accept,8
3,government,475669,18,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,9390,1321968,14993,Accept,6
3,government,219201,17,yes,1,2,9,6,2,1,1,condominium,10,Selangor,1,3660,947713,13550,Accept,6
3,government,709323,17,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,11517,1227334,15543,Reject,7
3,government,602768,12,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,3766,713852,16778,Accept,7
3,government,650742,21,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,11888,846607,9245,Reject,6
3,government,394932,19,yes,1,2,9,6,2,1,2,condominium,10,Selangor,1,5672,897630,11064,Reject,7
3,government,691004,17,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,4804,701567,15773,Accept,7
3,government,522386,23,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,11956,1101078,16952,Accept,8
3,government,598246,21,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,11284,1235784,13603,Reject,6
3,government,544474,16,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,5593,1381255,10400,Accept,9
3,government,203040,15,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,7933,837163,18184,Accept,6
3,government,647431,11,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,6645,1336520,11791,Accept,6
3,government,208115,24,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,11678,593797,17616,Accept,9
3,government,701419,12,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,7577,1291956,18752,Accept,6
3,government,290341,24,no,1,2,9,6,2,1,2,condominium,10,Selangor,2,4906,1094035,8139,Accept,7
3,government,637762,12,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,3956,894431,11549,Reject,6
3,government,442416,15,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,6095,1077081,11967,Accept,9
3,government,641854,10,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,7798,1317772,18307,Accept,9
3,government,143318,21,no,1,2,9,6,2,1,2,condominium,10,Selangor,3,7823,1367669,19083,Accept,7
3,government,519979,21,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,5998,1210864,9774,Accept,6
3,government,384045,16,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,3819,1156516,11596,Accept,6
3,government,519747,17,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,10516,1065760,11130,Accept,7
3,government,694540,23,no,1,2,9,6,2,1,3,condominium,10,Selangor,3,6996,1203682,16686,Accept,8
3,government,304003,12,yes,1,2,9,6,2,1,1,condominium,10,Selangor,3,11954,724599,18838,Accept,6
3,government,625501,10,no,1,2,9,6,2,1,1,condominium,10,Selangor,2,8667,1034452,10076,Accept,8
3,government,426410,21,yes,1,2,9,6,2,1,2,condominium,10,Selangor,3,5121,640465,14347,Accept,8
3,government,670884,21,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,7738,1192009,9068,Reject,8
3,government,456686,13,yes,1,2,9,6,2,1,2,condominium,10,Selangor,3,4366,925882,14329,Accept,7
3,government,162874,10,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,8508,1071384,15994,Accept,6
3,government,333224,22,yes,1,2,9,6,2,1,2,condominium,10,Selangor,3,4120,869607,10014,Accept,9
3,government,209032,14,no,1,2,9,6,2,1,3,condominium,10,Selangor,1,11564,1434722,18597,Accept,6
3,government,531354,22,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,5455,1212861,15299,Accept,6
3,government,218360,18,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,11378,907709,18307,Accept,6
3,government,533646,13,yes,1,2,9,6,2,1,3,condominium,10,Selangor,3,7581,1352257,14352,Accept,8
3,government,217049,12,no,1,2,9,6,2,1,3,condominium,10,Selangor,2,11240,1062494,17682,Accept,7
3,government,726982,18,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,4298,1420038,9360,Accept,7
3,government,474446,22,no,1,2,9,6,2,1,1,condominium,10,Selangor,1,7981,1214793,15962,Accept,7
3,government,226397,17,yes,1,2,9,6,2,1,2,condominium,10,Selangor,1,9410,1300989,8936,Accept,9
3,government,561941,17,no,1,2,9,6,2,1,1,condominium,10,Selangor,3,6778,1073115,18602,Accept,6
3,government,753676,18,yes,1,2,9,6,2,1,3,condominium,10,Selangor,2,11922,1345603,17016,Accept,8
3,government,422223,18,no,1,2,9,6,2,1,3,condominium,10,Selangor,3,9080,1057068,19586,Accept,7
3,government,194797,24,yes,1,2,9,6,2,1,1,condominium,10,Selangor,2,4499,1105912,9439,Accept,8
